('Ankara', 'LOC', 'MISC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('19', 'LOC', 'QUANTITY')
('19', 'LOC', 'QUANTITY')
('New', 'LOC', 'QUANTITY')
('Henderson', 'LOC', 'QUANTITY')
('Street', 'LOC', 'QUANTITY')
('19', 'LOC', 'QUANTITY')
('New', 'LOC', 'QUANTITY')
('Henderson', 'LOC', 'QUANTITY')
('Street', 'LOC', 'QUANTITY')
('Gamble', 'PERSON', 'DEM')
('Gamble', 'PERSON', 'DEM')
('Gamble', 'PERSON', 'DEM')
('Lord', 'PERSON', 'DEM')
('Justice', 'PERSON', 'DEM')
('Kennedy', 'PERSON', 'DEM')
('Lord', 'PERSON', 'DEM')
('Justice', 'PERSON', 'DEM')
('Ward', 'PERSON', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('1955', 'DEM', 'DATETIME')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('1963', 'DEM', 'DATETIME')
('1985', 'DEM', 'DATETIME')
('1996', 'DEM', 'DATETIME')
('1997', 'DEM', 'DATETIME')
('1997', 'DEM', 'DATETIME')
('New', 'LOC', 'QUANTITY')
('Henderson', 'LOC', 'QUANTITY')
('Street', 'LOC', 'QUANTITY')
('New', 'LOC', 'QUANTITY')
('Henderson', 'LOC', 'QUANTITY')
('Street', 'LOC', 'QUANTITY')
('Gamble', 'PERSON', 'DEM')
('Gamble', 'PERSON', 'DEM')
('Gamble', 'PERSON', 'DEM')
('post', 'DEM', 'MISC')
('traumatic', 'DEM', 'MISC')
('stress', 'DEM', 'MISC')
('disorder', 'DEM', 'MISC')
('Judge', 'ORG', 'DEM')
('Kennedy', 'PERSON', 'DEM')
('Ward', 'PERSON', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Staffordshire', 'LOC', 'MISC')
('Staffordshire', 'LOC', 'MISC')
('brain', 'DEM', 'MISC')
('brain', 'DEM', 'MISC')
('haemorrhage', 'DEM', 'MISC')
('possession', 'MISC', 'DEM')
('Lord', 'PERSON', 'DEM')
('Justice', 'PERSON', 'DEM')
('Sedley', 'PERSON', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Staffordshire', 'LOC', 'MISC')
('Staffordshire', 'LOC', 'MISC')
('brain', 'DEM', 'MISC')
('brain', 'DEM', 'MISC')
('haemorrhage', 'DEM', 'MISC')
('Prison', 'ORG', 'MISC')
('Lord', 'PERSON', 'DEM')
('Justice', 'PERSON', 'DEM')
('Sedley', 'PERSON', 'DEM')
('prison', 'ORG', 'MISC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Staffordshire', 'LOC', 'MISC')
('Staffordshire', 'LOC', 'MISC')
('brain', 'DEM', 'MISC')
('brain', 'DEM', 'MISC')
('haemorrhage', 'DEM', 'MISC')
('Sedley', 'PERSON', 'DEM')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Doncaster', 'LOC', 'MISC')
('Lincoln', 'ORG', 'MISC')
('Findlay', 'MISC', 'PERSON')
('United', 'MISC', 'LOC')
('Kingdom', 'MISC', 'LOC')
('25', 'MISC', 'DATETIME')
('February', 'MISC', 'DATETIME')
('1997', 'MISC', 'DATETIME')
('30', 'MISC', 'QUANTITY')
('army', 'MISC', 'DEM')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Doncaster', 'LOC', 'MISC')
('Lincoln', 'LOC', 'MISC')
('general', 'ORG', 'DEM')
('court', 'ORG', 'MISC')
('martial', 'ORG', 'MISC')
('common', 'QUANTITY', 'MISC')
('assault', 'QUANTITY', 'MISC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Doncaster', 'LOC', 'MISC')
('Lincoln', 'LOC', 'MISC')
('Findlay', 'MISC', 'PERSON')
('United', 'MISC', 'LOC')
('Kingdom', 'MISC', 'LOC')
('25', 'MISC', 'DATETIME')
('February', 'MISC', 'DATETIME')
('1997', 'MISC', 'DATETIME')
('30', 'MISC', 'QUANTITY')
('1955', 'MISC', 'DATETIME')
('1988', 'MISC', 'DATETIME')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Doncaster', 'LOC', 'MISC')
('Lincoln', 'LOC', 'MISC')
('army', 'ORG', 'DEM')
('common', 'QUANTITY', 'MISC')
('assault', 'QUANTITY', 'MISC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Doncaster', 'LOC', 'MISC')
('Lincoln', 'LOC', 'MISC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Doncaster', 'LOC', 'MISC')
('Lincoln', 'LOC', 'MISC')
('Findlay', 'MISC', 'PERSON')
('United', 'MISC', 'LOC')
('Kingdom', 'MISC', 'LOC')
('1955', 'MISC', 'DATETIME')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Doncaster', 'LOC', 'MISC')
('Lincoln', 'LOC', 'MISC')
('Findlay', 'MISC', 'PERSON')
('United', 'MISC', 'LOC')
('Kingdom', 'MISC', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Doncaster', 'LOC', 'MISC')
('Lincoln', 'LOC', 'MISC')
('25', 'MISC', 'DATETIME')
('February', 'MISC', 'DATETIME')
('1997', 'MISC', 'DATETIME')
('30', 'MISC', 'QUANTITY')
('army', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Royds', 'PERSON', 'ORG')
('Rdw', 'PERSON', 'ORG')
('United', 'MISC', 'LOC')
('Kingdom', 'MISC', 'LOC')
('law', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Government', 'ORG', 'MISC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('child', 'MISC', 'DEM')
('benefit', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Government', 'ORG', 'MISC')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('United', 'MISC', 'LOC')
('Kingdom', 'MISC', 'LOC')
('law', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('Warrington', 'LOC', 'MISC')
('adopted', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('widow', 'MISC', 'DEM')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('Warrington', 'LOC', 'MISC')
('Member', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('Parliament', 'ORG', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('Warrington', 'LOC', 'MISC')
('one', 'DEM', 'QUANTITY')
('Member', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('Parliament', 'ORG', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Warrington', 'LOC', 'MISC')
('Department', 'DEM', 'ORG')
('of', 'DEM', 'ORG')
('Social', 'DEM', 'ORG')
('Security', 'DEM', 'ORG')
('Member', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('Parliament', 'ORG', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Legal', 'ORG', 'DEM')
('Officer', 'ORG', 'DEM')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('Warrington', 'LOC', 'MISC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('three', 'PERSON', 'QUANTITY')
('widow', 'MISC', 'DEM')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Warrington', 'LOC', 'MISC')
('Member', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('Parliament', 'ORG', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Government', 'ORG', 'MISC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Warrington', 'LOC', 'MISC')
('Parliament', 'ORG', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('three', 'DEM', 'QUANTITY')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('Warrington', 'LOC', 'MISC')
('two', 'DEM', 'QUANTITY')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('two', 'DEM', 'QUANTITY')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('two', 'DEM', 'QUANTITY')
('widow', 'MISC', 'DEM')
('United', 'MISC', 'LOC')
('Kingdom', 'MISC', 'LOC')
('law', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('1988', 'MISC', 'DATETIME')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('widow', 'MISC', 'DEM')
('1988', 'MISC', 'DATETIME')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('widow', 'MISC', 'DEM')
('1988', 'MISC', 'DATETIME')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Government', 'ORG', 'MISC')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('United', 'MISC', 'LOC')
('Kingdom', 'MISC', 'LOC')
('law', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('two', 'DEM', 'QUANTITY')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Gosport', 'LOC', 'MISC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Gosport', 'LOC', 'MISC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Gosport', 'LOC', 'MISC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Gosport', 'LOC', 'MISC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Gosport', 'LOC', 'MISC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('Gosport', 'LOC', 'MISC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Gosport', 'LOC', 'MISC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Gosport', 'LOC', 'MISC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Government', 'ORG', 'MISC')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('Gosport', 'LOC', 'MISC')
('United', 'MISC', 'LOC')
('Kingdom', 'MISC', 'LOC')
('law', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Gosport', 'LOC', 'MISC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Blackpool', 'LOC', 'MISC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Blackpool', 'LOC', 'MISC')
('United', 'MISC', 'ORG')
('Kingdom', 'MISC', 'ORG')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Blackpool', 'LOC', 'MISC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Blackpool', 'LOC', 'MISC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Blackpool', 'LOC', 'MISC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Blackpool', 'LOC', 'MISC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Government', 'ORG', 'MISC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Blackpool', 'LOC', 'MISC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Blackpool', 'LOC', 'MISC')
('United', 'MISC', 'ORG')
('Kingdom', 'MISC', 'ORG')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Government', 'ORG', 'MISC')
('United', 'MISC', 'LOC')
('Kingdom', 'MISC', 'LOC')
('Blackpool', 'LOC', 'MISC')
('United', 'MISC', 'ORG')
('Kingdom', 'MISC', 'ORG')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Blackpool', 'LOC', 'MISC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Italy', 'LOC', 'ORG')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Italy', 'LOC', 'ORG')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Italy', 'LOC', 'ORG')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Italy', 'LOC', 'ORG')
('wife', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Italy', 'LOC', 'ORG')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Italy', 'LOC', 'ORG')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Government', 'ORG', 'MISC')
('Government', 'ORG', 'MISC')
('Italy', 'LOC', 'ORG')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Italy', 'LOC', 'ORG')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Government', 'ORG', 'MISC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Government', 'ORG', 'MISC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Italy', 'LOC', 'ORG')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Italy', 'LOC', 'ORG')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('child', 'QUANTITY', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('one', 'DEM', 'QUANTITY')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('1992', 'MISC', 'DATETIME')
('1992', 'MISC', 'DATETIME')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('child', 'QUANTITY', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('1992', 'MISC', 'DATETIME')
('1992', 'MISC', 'DATETIME')
('child', 'MISC', 'DEM')
('benefit', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Government', 'ORG', 'MISC')
('1992', 'MISC', 'DATETIME')
('1992', 'MISC', 'DATETIME')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('one', 'DEM', 'QUANTITY')
('Swedish', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('Svea', 'ORG', 'LOC')
('hovrätt', 'ORG', 'LOC')
('Swedish', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('eighteen', 'DEM', 'DATETIME')
('sixteen', 'DEM', 'DATETIME')
('eight', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('Svea', 'ORG', 'LOC')
('hovrätt', 'ORG', 'LOC')
('Swedish', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('three', 'DEM', 'QUANTITY')
('three', 'DEM', 'QUANTITY')
('Arabic', 'MISC', 'DEM')
('Farsi', 'MISC', 'DEM')
('Svea', 'ORG', 'LOC')
('hovrätt', 'ORG', 'LOC')
('Danish', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('Denmark', 'LOC', 'ORG')
('Københavns', 'ORG', 'LOC')
('Byret', 'ORG', 'LOC')
('Sweden', 'LOC', 'ORG')
('Danish', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('Denmark', 'LOC', 'ORG')
('Københavns', 'ORG', 'LOC')
('Byret', 'ORG', 'LOC')
('Sweden', 'LOC', 'ORG')
('DKK', 'PERSON', 'QUANTITY')
('3', 'PERSON', 'QUANTITY')
('600', 'PERSON', 'QUANTITY')
('000', 'PERSON', 'QUANTITY')
('Kingdom', 'LOC', 'ORG')
('of', 'LOC', 'ORG')
('Denmark', 'LOC', 'ORG')
('Danish', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('1958', 'DEM', 'DATETIME')
('Denmark', 'LOC', 'ORG')
('fraud', 'MISC', 'DEM')
('private', 'MISC', 'DEM')
('Københavns', 'ORG', 'LOC')
('Byret', 'ORG', 'LOC')
('five', 'MISC', 'QUANTITY')
('accused', 'MISC', 'DEM')
('five', 'MISC', 'QUANTITY')
('accused', 'MISC', 'DEM')
('five', 'MISC', 'QUANTITY')
('accused', 'MISC', 'DEM')
('five', 'MISC', 'QUANTITY')
('accused', 'MISC', 'DEM')
('five', 'MISC', 'QUANTITY')
('accused', 'MISC', 'DEM')
('Sweden', 'LOC', 'ORG')
('1', 'CODE', 'QUANTITY')
('330', 'CODE', 'QUANTITY')
('about', 'CODE', 'QUANTITY')
('90', 'CODE', 'QUANTITY')
('defendant', 'MISC', 'DEM')
('defendant', 'MISC', 'DEM')
('defendant', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('girl', 'MISC', 'DEM')
('Her', 'ORG', 'LOC')
('Majesty', 'ORG', 'LOC')
('Prison', 'ORG', 'LOC')
('Long', 'ORG', 'LOC')
('Lartin', 'ORG', 'LOC')
('fifteen', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('Norwich', 'LOC', 'ORG')
('Crown', 'LOC', 'ORG')
('Court', 'LOC', 'ORG')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Human', 'ORG', 'LOC')
('Rights', 'ORG', 'LOC')
('Building', 'ORG', 'LOC')
('Strasbourg', 'ORG', 'LOC')
('Lord', 'ORG', 'DEM')
('Chancellor', 'ORG', 'DEM')
('Lord', 'ORG', 'DEM')
('Chancellor', 'ORG', 'DEM')
('Her', 'ORG', 'LOC')
('Majesty', 'ORG', 'LOC')
('Prison', 'ORG', 'LOC')
('Long', 'ORG', 'LOC')
('Lartin', 'ORG', 'LOC')
('fifteen', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Lord', 'ORG', 'DEM')
('Chancellor', 'ORG', 'DEM')
('Lord', 'ORG', 'DEM')
('Chancellor', 'ORG', 'DEM')
('two', 'MISC', 'QUANTITY')
('two', 'MISC', 'QUANTITY')
('one', 'MISC', 'QUANTITY')
('one', 'MISC', 'QUANTITY')
('Prison', 'MISC', 'LOC')
('Long', 'MISC', 'LOC')
('Lartin', 'MISC', 'LOC')
('fifteen', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Social', 'ORG', 'DEM')
('Security', 'ORG', 'DEM')
('Commissioner', 'ORG', 'DEM')
('United', 'MISC', 'LOC')
('Kingdom', 'MISC', 'LOC')
('law', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Social', 'ORG', 'DEM')
('Security', 'ORG', 'DEM')
('Commissioner', 'ORG', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Social', 'ORG', 'DEM')
('Security', 'ORG', 'DEM')
('Commissioner', 'ORG', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Social', 'ORG', 'DEM')
('Security', 'ORG', 'DEM')
('Commissioner', 'ORG', 'DEM')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Social', 'ORG', 'DEM')
('Security', 'ORG', 'DEM')
('Commissioner', 'ORG', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Government', 'ORG', 'MISC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Social', 'ORG', 'DEM')
('Security', 'ORG', 'DEM')
('Commissioner', 'ORG', 'DEM')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Government', 'ORG', 'MISC')
('Social', 'PERSON', 'DEM')
('Security', 'PERSON', 'DEM')
('Commissioner', 'PERSON', 'DEM')
('United', 'MISC', 'LOC')
('Kingdom', 'MISC', 'LOC')
('law', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Social', 'ORG', 'DEM')
('Security', 'ORG', 'DEM')
('Commissioner', 'ORG', 'DEM')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Somalia', 'ORG', 'LOC')
('Somalia', 'ORG', 'LOC')
('Somalia', 'ORG', 'LOC')
('Somalia', 'ORG', 'LOC')
('Somalia', 'ORG', 'LOC')
('Somalia', 'ORG', 'LOC')
('Somalia', 'ORG', 'LOC')
('Somalia', 'ORG', 'LOC')
('Somalia', 'ORG', 'LOC')
('Somalia', 'ORG', 'LOC')
('Somalia', 'MISC', 'LOC')
('Somalia', 'MISC', 'LOC')
('Somalia', 'MISC', 'LOC')
('Somalia', 'MISC', 'LOC')
('Secretary', 'MISC', 'DEM')
('of', 'MISC', 'DEM')
('State', 'MISC', 'DEM')
('Home', 'MISC', 'ORG')
('Department', 'MISC', 'ORG')
('West', 'LOC', 'MISC')
('Drayton', 'LOC', 'MISC')
('Reer', 'DEM', 'ORG')
('Hamar', 'DEM', 'ORG')
